Student_ID,Age,Gender,Education_Level,Course_Name,Time_Spent_on_Videos,Quiz_Attempts,Quiz_Scores,Forum_Participation,Assignment_Completion_Rate,Engagement_Level,Final_Exam_Score,Learning_Style,Feedback_Score,Dropout_Likelihood
S02401,23,Male,Undergraduate,Data Science,278,2,73,2,73,Low,96,Visual,5,Yes
S02402,49,Male,High School,Data Science,276,1,51,5,100,Medium,85,Reading/Writing,4,No
S02403,27,Male,Undergraduate,Python Basics,485,3,57,2,70,Medium,100,Visual,4,No
S02404,29,Female,High School,Python Basics,337,2,73,5,100,Low,100,Auditory,5,Yes
S02405,32,Male,Postgraduate,Data Science,347,5,61,3,61,Low,100,Auditory,3,Yes
S02406,47,Female,Undergraduate,Python Basics,353,4,71,1,79,Low,100,Auditory,5,Yes
S02407,20,Female,High School,Python Basics,361,1,38,7,85,High,100,Auditory,5,Yes
S02408,41,Female,Undergraduate,Data Science,291,1,70,6,87,Low,100,Auditory,5,Yes
S02409,37,Female,Undergraduate,Python Basics,267,5,66,8,84,Medium,100,Visual,5,No
S02410,41,Male,Undergraduate,Machine Learning,316,5,76,4,100,Medium,100,Auditory,3,No
S02411,48,Male,Undergraduate,Python Basics,415,4,84,1,90,Medium,100,Visual,5,No
S02412,28,Male,Undergraduate,Python Basics,412,3,60,5,88,Low,100,Auditory,5,Yes
S02413,22,Male,High School,Data Science,275,2,40,4,69,Medium,88,Visual,4,Yes
S02414,49,Male,High School,Data Science,376,2,58,5,93,Low,100,Visual,5,Yes
S02415,33,Female,Undergraduate,Machine Learning,280,2,82,3,76,Medium,100,Visual,5,No
S02416,44,Male,Undergraduate,Python Basics,303,3,68,4,98,Low,100,Reading/Writing,5,Yes
S02417,28,Male,Undergraduate,Machine Learning,252,4,52,5,100,Medium,93,Visual,4,No
S02418,34,Male,Postgraduate,Machine Learning,281,2,61,8,82,Medium,83,Visual,5,No
S02419,39,Male,Undergraduate,Data Science,434,1,69,5,89,Medium,100,Auditory,5,No
S02420,38,Female,Undergraduate,Python Basics,309,1,60,12,85,Medium,99,Visual,5,No
S02421,28,Female,Undergraduate,Data Science,313,1,59,5,79,Medium,99,Visual,4,No
S02422,40,Female,High School,Machine Learning,155,5,59,6,77,High,72,Kinesthetic,3,No
S02423,37,Female,Postgraduate,Machine Learning,269,5,60,1,64,Medium,99,Reading/Writing,4,No
S02424,36,Female,Undergraduate,Data Science,275,3,69,7,71,High,100,Kinesthetic,5,No
S02425,33,Male,Undergraduate,Data Science,217,2,71,3,83,High,98,Auditory,5,No
S02426,17,Female,High School,Data Science,302,5,67,8,100,Medium,100,Reading/Writing,5,No
S02427,33,Female,Undergraduate,Data Science,257,1,54,5,85,Medium,100,Reading/Writing,4,No
S02428,23,Female,Postgraduate,Data Science,307,5,81,4,100,Medium,100,Kinesthetic,4,No
S02429,42,Male,High School,Machine Learning,312,1,55,6,54,Low,100,Reading/Writing,5,Yes
S02430,34,Male,Postgraduate,Data Science,204,2,68,4,100,Low,76,Kinesthetic,2,Yes
S02431,21,Female,Undergraduate,Python Basics,260,3,73,6,92,Low,100,Visual,5,Yes
S02432,28,Male,Undergraduate,Machine Learning,307,4,49,5,95,Low,100,Kinesthetic,5,Yes
S02433,23,Male,Undergraduate,Machine Learning,418,4,70,5,52,Medium,100,Reading/Writing,5,Yes
S02434,33,Female,Postgraduate,Python Basics,325,1,21,5,71,High,100,Reading/Writing,5,Yes
S02435,28,Male,High School,Python Basics,233,5,68,4,66,Medium,89,Auditory,3,No
S02436,31,Male,High School,Machine Learning,339,5,78,4,93,High,100,Auditory,5,No
S02437,44,Male,Postgraduate,Data Science,470,1,67,4,89,High,100,Auditory,5,No
S02438,23,Female,Undergraduate,Machine Learning,391,2,76,5,96,High,100,Auditory,5,No
S02439,47,Female,High School,Machine Learning,354,1,67,6,76,High,100,Reading/Writing,5,No
S02440,39,Female,Undergraduate,Python Basics,372,2,55,6,92,Medium,100,Auditory,5,No
S02441,28,Male,Undergraduate,Machine Learning,443,3,42,11,79,Low,89,Kinesthetic,3,Yes
S02442,25,Female,Undergraduate,Data Science,407,3,67,8,99,Medium,100,Visual,5,No
S02443,49,Male,High School,Python Basics,356,1,69,6,92,Medium,100,Reading/Writing,4,No
S02444,28,Male,Undergraduate,Machine Learning,406,3,39,5,68,High,100,Auditory,5,Yes
S02445,44,Male,High School,Machine Learning,191,5,76,8,86,High,85,Reading/Writing,4,No
S02446,18,Female,Undergraduate,Data Science,149,2,65,3,60,Medium,70,Auditory,2,No
S02447,18,Female,Postgraduate,Machine Learning,315,4,62,7,99,Medium,100,Reading/Writing,3,No
S02448,42,Female,Undergraduate,Machine Learning,306,4,74,6,92,Low,100,Auditory,5,Yes
S02449,22,Female,High School,Machine Learning,245,3,61,5,91,Low,85,Visual,4,Yes
S02450,16,Male,High School,Machine Learning,382,2,58,4,94,Medium,100,Auditory,5,No
S02451,36,Female,Undergraduate,Data Science,113,5,50,7,83,Medium,74,Kinesthetic,3,No
S02452,30,Male,Undergraduate,Machine Learning,246,4,74,3,60,High,99,Reading/Writing,5,No
S02453,43,Female,Undergraduate,Machine Learning,251,5,50,4,94,Medium,99,Reading/Writing,5,No
S02454,44,Female,Undergraduate,Machine Learning,136,5,59,5,69,High,68,Kinesthetic,3,No
S02455,26,Female,Undergraduate,Python Basics,449,4,74,1,70,Medium,100,Kinesthetic,4,No
S02456,49,Male,Undergraduate,Data Science,164,4,65,4,92,High,100,Visual,4,No
S02457,25,Male,High School,Python Basics,241,3,91,5,76,Low,100,Reading/Writing,5,Yes
S02458,35,Male,High School,Python Basics,390,2,72,7,84,High,100,Visual,5,No
S02459,35,Male,High School,Data Science,364,1,73,4,93,Medium,100,Reading/Writing,5,No
S02460,19,Male,Undergraduate,Python Basics,189,2,76,6,93,Low,95,Reading/Writing,5,Yes
S02461,34,Female,Postgraduate,Python Basics,368,1,58,3,97,Low,100,Visual,5,Yes
S02462,17,Male,Undergraduate,Python Basics,328,4,60,4,72,High,94,Reading/Writing,5,No
S02463,47,Male,High School,Data Science,533,5,51,5,75,Low,100,Reading/Writing,5,Yes
S02464,23,Male,High School,Machine Learning,340,2,42,7,84,Medium,100,Visual,5,Yes
S02465,23,Male,High School,Data Science,285,5,87,3,64,Medium,100,Auditory,5,No
S02466,18,Female,Undergraduate,Data Science,214,2,54,8,68,Medium,86,Visual,4,No
S02467,49,Male,Undergraduate,Data Science,225,2,77,5,69,High,86,Reading/Writing,5,No
S02468,31,Female,Undergraduate,Python Basics,217,5,47,6,48,Medium,65,Kinesthetic,4,Yes
S02469,48,Female,High School,Machine Learning,437,3,63,2,73,Medium,100,Auditory,5,No
S02470,38,Female,High School,Data Science,301,4,87,3,83,High,100,Kinesthetic,3,No
S02471,46,Male,High School,Data Science,356,3,69,3,84,High,100,Auditory,5,No
S02472,15,Female,High School,Machine Learning,451,3,70,7,75,High,100,Kinesthetic,4,No
S02473,22,Male,Undergraduate,Machine Learning,64,2,55,9,67,Medium,71,Auditory,2,No
S02474,37,Male,High School,Machine Learning,427,4,54,8,78,Medium,100,Visual,4,No
S02475,26,Male,Undergraduate,Python Basics,305,2,63,2,73,Medium,97,Auditory,3,No
S02476,26,Male,Undergraduate,Machine Learning,343,1,45,4,44,High,100,Auditory,5,Yes
S02477,29,Male,Postgraduate,Python Basics,217,2,62,5,68,Low,82,Auditory,5,Yes
S02478,33,Female,Postgraduate,Data Science,224,5,84,4,88,Medium,100,Reading/Writing,4,No
S02479,40,Female,Undergraduate,Python Basics,348,2,44,6,79,Low,98,Kinesthetic,5,Yes
S02480,43,Male,High School,Machine Learning,538,1,71,6,84,Medium,100,Visual,5,No
S02481,36,Female,Undergraduate,Python Basics,400,2,78,5,92,High,100,Kinesthetic,5,No
S02482,35,Male,Undergraduate,Machine Learning,426,1,58,5,84,Low,100,Kinesthetic,5,Yes
S02483,34,Female,High School,Python Basics,280,4,68,7,83,Medium,100,Visual,5,No
S02484,43,Female,Undergraduate,Data Science,239,2,56,3,74,High,87,Reading/Writing,3,No
S02485,18,Female,Postgraduate,Python Basics,221,1,57,2,70,Medium,80,Auditory,3,No
S02486,21,Female,Undergraduate,Data Science,251,4,80,6,83,Medium,97,Reading/Writing,5,No
S02487,42,Female,High School,Machine Learning,94,5,80,6,67,High,71,Reading/Writing,2,No
S02488,42,Male,High School,Data Science,227,3,71,8,92,High,99,Auditory,5,No
S02489,18,Male,Undergraduate,Machine Learning,243,1,71,7,67,Medium,100,Kinesthetic,5,No
S02490,36,Female,High School,Machine Learning,282,5,73,5,100,Low,100,Auditory,5,Yes
S02491,26,Male,Undergraduate,Data Science,313,4,49,3,79,Low,100,Visual,3,Yes
S02492,17,Female,Undergraduate,Data Science,336,5,85,3,100,High,100,Auditory,5,No
S02493,36,Male,High School,Python Basics,298,2,50,6,63,High,100,Kinesthetic,5,No
S02494,16,Female,Postgraduate,Python Basics,241,3,64,7,100,Medium,95,Reading/Writing,5,No
S02495,38,Female,Undergraduate,Data Science,103,1,74,10,66,Medium,64,Reading/Writing,4,No
S02496,48,Female,High School,Data Science,242,4,46,6,78,Low,83,Auditory,3,Yes
S02497,41,Male,Undergraduate,Data Science,202,3,75,6,62,Medium,77,Visual,4,No
S02498,15,Male,Undergraduate,Data Science,346,4,50,5,80,Medium,100,Kinesthetic,5,No
S02499,22,Female,Undergraduate,Machine Learning,390,5,78,2,80,High,100,Reading/Writing,5,No
S02500,37,Female,Postgraduate,Data Science,393,4,86,5,49,Medium,100,Auditory,5,Yes
S02501,20,Male,Undergraduate,Data Science,375,4,56,7,82,Medium,100,Visual,5,No
S02502,36,Male,Postgraduate,Data Science,286,5,56,8,88,Medium,100,Visual,4,No
S02503,39,Male,Undergraduate,Data Science,247,5,71,3,69,Medium,100,Reading/Writing,4,No
S02504,32,Male,Undergraduate,Machine Learning,225,3,52,5,75,Medium,74,Reading/Writing,4,No
S02505,31,Male,Postgraduate,Python Basics,149,1,29,6,74,Low,56,Kinesthetic,5,Yes
S02506,26,Female,Undergraduate,Python Basics,399,5,69,7,100,Medium,100,Visual,4,No
S02507,20,Male,High School,Python Basics,282,3,71,6,85,Low,100,Kinesthetic,5,Yes
S02508,40,Female,Undergraduate,Python Basics,175,4,63,5,73,Low,73,Visual,3,Yes
S02509,41,Female,Undergraduate,Python Basics,217,4,69,4,65,High,76,Visual,4,No
S02510,22,Male,High School,Machine Learning,213,2,79,4,57,Medium,76,Auditory,5,Yes
S02511,33,Male,Postgraduate,Python Basics,304,5,64,5,79,Medium,100,Reading/Writing,5,No
S02512,15,Female,High School,Machine Learning,406,3,62,5,82,High,100,Visual,4,No
S02513,43,Male,High School,Machine Learning,265,3,65,11,63,Medium,82,Kinesthetic,5,No
S02514,49,Female,Postgraduate,Python Basics,74,1,57,6,59,High,53,Reading/Writing,4,Yes
S02515,28,Male,Undergraduate,Python Basics,281,3,61,4,88,Low,100,Kinesthetic,5,Yes
S02516,49,Male,High School,Python Basics,284,5,95,3,99,High,100,Reading/Writing,5,No
S02517,34,Male,Undergraduate,Data Science,277,3,67,5,77,High,100,Reading/Writing,5,No
S02518,27,Female,Undergraduate,Machine Learning,237,2,59,3,88,High,96,Visual,3,No
S02519,22,Male,High School,Python Basics,321,4,88,7,82,Low,100,Auditory,5,Yes
S02520,34,Female,Postgraduate,Data Science,306,4,84,5,100,Medium,100,Visual,5,No
S02521,47,Male,Undergraduate,Machine Learning,297,3,75,3,81,Low,100,Reading/Writing,5,Yes
S02522,40,Female,Undergraduate,Data Science,341,3,56,7,100,Medium,100,Visual,5,No
S02523,35,Male,Undergraduate,Data Science,257,3,100,3,93,High,100,Visual,4,No
S02524,23,Female,Undergraduate,Python Basics,251,3,42,2,71,Medium,83,Reading/Writing,4,Yes
S02525,38,Female,High School,Machine Learning,438,2,37,5,87,Medium,100,Reading/Writing,5,Yes
S02526,31,Female,High School,Data Science,355,5,75,1,81,Medium,100,Visual,4,No
S02527,38,Female,Undergraduate,Machine Learning,382,2,58,5,65,Medium,100,Visual,4,No
S02528,35,Female,Postgraduate,Python Basics,422,2,26,7,78,High,100,Visual,5,Yes
S02529,27,Female,High School,Machine Learning,352,2,61,4,74,High,100,Kinesthetic,5,No
S02530,25,Male,Undergraduate,Data Science,392,4,69,5,81,Low,100,Visual,4,Yes
S02531,33,Female,Postgraduate,Data Science,142,2,61,6,80,Medium,63,Kinesthetic,2,No
S02532,25,Female,High School,Machine Learning,320,3,70,4,78,Medium,100,Auditory,5,No
S02533,27,Female,High School,Data Science,281,2,56,6,66,Medium,82,Kinesthetic,5,No
S02534,15,Male,Undergraduate,Data Science,467,3,63,8,99,High,100,Visual,4,No
S02535,33,Male,Undergraduate,Data Science,392,5,89,5,82,High,100,Auditory,5,No
S02536,26,Male,High School,Python Basics,236,4,82,5,86,Medium,100,Kinesthetic,5,No
S02537,22,Female,Undergraduate,Python Basics,337,5,66,3,78,Medium,100,Kinesthetic,5,No
S02538,22,Male,Undergraduate,Data Science,316,5,78,8,76,Medium,100,Reading/Writing,4,No
S02539,26,Male,Undergraduate,Machine Learning,345,4,81,6,86,Medium,100,Auditory,5,No
S02540,47,Female,High School,Python Basics,198,3,51,2,100,Low,100,Reading/Writing,5,Yes
S02541,40,Female,Undergraduate,Machine Learning,336,3,70,3,58,Medium,100,Auditory,5,Yes
S02542,42,Male,Undergraduate,Data Science,277,3,68,5,65,Low,100,Kinesthetic,5,Yes
S02543,19,Female,Postgraduate,Data Science,328,4,77,5,77,Medium,100,Reading/Writing,4,No
S02544,22,Female,Postgraduate,Machine Learning,227,2,49,8,68,Medium,80,Visual,3,Yes
S02545,39,Female,Undergraduate,Python Basics,241,1,61,3,100,High,100,Kinesthetic,5,No
S02546,41,Female,Undergraduate,Machine Learning,417,2,52,4,74,High,100,Auditory,5,No
S02547,37,Male,Undergraduate,Machine Learning,194,2,68,5,88,Medium,92,Auditory,5,No
S02548,44,Female,High School,Data Science,202,5,57,5,76,Low,82,Reading/Writing,3,Yes
S02549,37,Male,High School,Python Basics,294,1,53,4,42,Medium,97,Reading/Writing,5,Yes
S02550,34,Male,Undergraduate,Machine Learning,222,3,67,4,75,Medium,89,Auditory,5,No
S02551,32,Male,High School,Python Basics,211,2,49,5,62,Medium,69,Kinesthetic,2,Yes
S02552,32,Male,High School,Data Science,310,4,43,7,84,High,100,Reading/Writing,4,Yes
S02553,16,Female,Postgraduate,Python Basics,149,2,79,11,78,Medium,90,Visual,3,No
S02554,18,Female,High School,Data Science,199,3,56,4,69,Medium,86,Auditory,3,No
S02555,44,Female,High School,Python Basics,505,2,43,5,77,Medium,100,Visual,5,Yes
S02556,47,Male,High School,Machine Learning,345,5,53,7,73,High,100,Auditory,4,No
S02557,32,Male,Undergraduate,Data Science,225,5,68,2,97,High,100,Visual,5,No
S02558,33,Male,Undergraduate,Machine Learning,341,2,87,4,92,Medium,100,Kinesthetic,3,No
S02559,42,Female,Undergraduate,Data Science,356,5,67,3,100,Medium,100,Auditory,4,No
S02560,34,Male,Undergraduate,Python Basics,399,4,76,4,93,Medium,100,Kinesthetic,4,No
S02561,47,Female,Undergraduate,Python Basics,287,1,56,5,87,Low,100,Reading/Writing,5,Yes
S02562,26,Female,Postgraduate,Data Science,397,2,66,10,90,Medium,100,Auditory,5,No
S02563,29,Female,Postgraduate,Data Science,96,4,64,6,92,Medium,77,Kinesthetic,4,No
S02564,16,Female,Postgraduate,Data Science,194,4,76,3,55,Low,79,Visual,3,Yes
S02565,43,Male,Undergraduate,Python Basics,316,4,51,3,87,Low,100,Kinesthetic,4,Yes
S02566,24,Female,High School,Data Science,332,3,67,6,57,Medium,99,Auditory,4,Yes
S02567,16,Male,High School,Data Science,208,2,66,5,52,High,92,Kinesthetic,5,Yes
S02568,25,Female,High School,Machine Learning,325,2,69,14,65,Medium,100,Visual,5,No
S02569,27,Male,Undergraduate,Data Science,237,2,43,4,83,Medium,89,Visual,4,Yes
S02570,24,Male,Postgraduate,Machine Learning,272,1,54,6,60,Medium,76,Visual,3,No
S02571,28,Female,Undergraduate,Machine Learning,402,4,77,5,90,Medium,100,Reading/Writing,5,No
S02572,32,Female,High School,Machine Learning,390,2,67,5,100,Medium,100,Auditory,5,No
S02573,23,Female,Undergraduate,Python Basics,200,5,96,4,79,Medium,78,Visual,3,No
S02574,42,Male,Postgraduate,Machine Learning,194,3,58,4,83,Low,85,Reading/Writing,5,Yes
S02575,17,Female,Undergraduate,Data Science,258,1,32,4,67,Medium,94,Visual,4,Yes
S02576,34,Female,Postgraduate,Python Basics,297,3,59,2,62,Medium,78,Kinesthetic,4,No
S02577,20,Male,Postgraduate,Python Basics,234,4,28,6,74,Medium,83,Auditory,4,Yes
S02578,41,Female,Postgraduate,Python Basics,404,5,80,2,71,High,100,Kinesthetic,5,No
S02579,16,Male,Undergraduate,Python Basics,334,4,67,2,74,Low,100,Reading/Writing,5,Yes
S02580,43,Female,Undergraduate,Python Basics,340,2,69,5,70,Medium,100,Kinesthetic,3,No
S02581,17,Male,High School,Python Basics,173,3,74,4,62,Medium,81,Kinesthetic,3,No
S02582,30,Male,High School,Python Basics,416,5,85,2,81,High,100,Visual,5,No
S02583,44,Female,Undergraduate,Machine Learning,50,3,27,4,48,Medium,34,Kinesthetic,1,Yes
S02584,16,Male,High School,Data Science,383,1,31,5,85,High,100,Visual,3,Yes
S02585,31,Female,Postgraduate,Data Science,393,5,58,5,55,High,100,Visual,5,Yes
S02586,26,Female,High School,Machine Learning,256,1,57,7,71,Medium,94,Auditory,5,No
S02587,49,Male,Postgraduate,Machine Learning,427,5,72,10,99,Medium,100,Reading/Writing,5,No
S02588,15,Female,Undergraduate,Python Basics,293,2,65,5,92,Medium,100,Reading/Writing,5,No
S02589,29,Male,Undergraduate,Python Basics,306,3,68,5,81,High,100,Reading/Writing,5,No
S02590,40,Male,Postgraduate,Machine Learning,333,3,42,6,100,Low,100,Visual,4,Yes
S02591,35,Male,Undergraduate,Python Basics,600,4,56,7,82,Medium,100,Reading/Writing,5,No
S02592,45,Male,Undergraduate,Data Science,434,5,65,6,97,Medium,100,Visual,4,No
S02593,39,Male,High School,Data Science,370,5,67,5,72,Medium,100,Auditory,4,No
S02594,37,Male,Undergraduate,Python Basics,208,1,54,9,37,Medium,74,Reading/Writing,2,Yes
S02595,38,Male,High School,Python Basics,314,5,73,4,85,Medium,100,Visual,5,No
S02596,42,Male,Undergraduate,Python Basics,218,3,48,8,86,Low,99,Reading/Writing,5,Yes
S02597,35,Female,Undergraduate,Data Science,382,5,62,6,87,Medium,100,Reading/Writing,5,No
S02598,32,Female,Undergraduate,Python Basics,314,4,75,6,60,Medium,100,Auditory,5,No
S02599,49,Male,Undergraduate,Machine Learning,187,4,71,5,100,High,88,Kinesthetic,4,No
S02600,23,Female,Undergraduate,Python Basics,308,3,60,2,64,Medium,91,Reading/Writing,5,No
S02601,44,Female,Undergraduate,Machine Learning,215,3,60,4,82,High,83,Auditory,4,No
S02602,48,Female,Postgraduate,Python Basics,315,3,58,3,84,Medium,92,Reading/Writing,5,No
S02603,46,Female,Undergraduate,Python Basics,214,5,64,9,93,Low,92,Reading/Writing,5,Yes
S02604,17,Female,Undergraduate,Data Science,302,5,62,5,70,High,100,Reading/Writing,5,No
S02605,17,Female,Undergraduate,Machine Learning,375,2,58,8,88,Low,100,Reading/Writing,5,Yes
S02606,42,Male,Postgraduate,Machine Learning,294,1,66,7,100,High,100,Kinesthetic,5,No
S02607,29,Female,Undergraduate,Machine Learning,260,5,74,7,75,High,100,Kinesthetic,5,No
S02608,37,Female,Undergraduate,Data Science,320,2,44,4,71,Medium,94,Reading/Writing,5,Yes
S02609,25,Female,Undergraduate,Machine Learning,369,2,90,3,68,Medium,100,Reading/Writing,5,No
S02610,46,Female,Undergraduate,Data Science,189,4,59,4,84,Medium,86,Auditory,4,No
S02611,47,Male,High School,Python Basics,326,5,77,3,69,Medium,100,Auditory,5,No
S02612,38,Male,Undergraduate,Python Basics,431,2,47,4,90,Medium,100,Visual,5,Yes
S02613,48,Male,Undergraduate,Machine Learning,357,4,89,4,76,Medium,100,Kinesthetic,5,No
S02614,42,Male,Postgraduate,Python Basics,305,1,70,10,78,Medium,100,Reading/Writing,5,No
S02615,21,Female,Undergraduate,Python Basics,363,4,73,5,67,Low,100,Kinesthetic,5,Yes
S02616,18,Male,Undergraduate,Machine Learning,345,1,59,9,100,High,100,Auditory,5,No
S02617,15,Male,High School,Python Basics,375,3,38,9,80,High,96,Kinesthetic,5,Yes
S02618,15,Male,Postgraduate,Machine Learning,97,3,90,5,66,Medium,78,Kinesthetic,5,No
S02619,34,Male,Postgraduate,Machine Learning,144,4,80,5,87,High,93,Reading/Writing,4,No
S02620,33,Female,High School,Python Basics,400,3,61,3,55,Medium,100,Reading/Writing,5,Yes
S02621,43,Male,High School,Python Basics,149,5,77,5,72,Low,97,Auditory,5,Yes
S02622,24,Female,Undergraduate,Python Basics,340,4,48,4,86,Medium,100,Reading/Writing,4,Yes
S02623,32,Male,Undergraduate,Python Basics,264,2,35,5,86,Medium,99,Auditory,5,Yes
S02624,42,Female,Undergraduate,Python Basics,200,5,70,2,95,Medium,95,Auditory,4,No
S02625,49,Female,High School,Data Science,334,4,56,7,100,High,100,Visual,5,No
S02626,45,Male,High School,Python Basics,320,1,54,1,77,High,100,Visual,5,No
S02627,41,Male,Undergraduate,Data Science,511,3,65,3,94,Medium,100,Visual,5,No
S02628,25,Male,Undergraduate,Machine Learning,237,3,48,4,91,High,88,Kinesthetic,2,Yes
S02629,19,Male,Undergraduate,Python Basics,444,3,64,5,94,Low,100,Visual,5,Yes
S02630,22,Female,Undergraduate,Python Basics,335,4,51,5,57,Low,100,Reading/Writing,5,Yes
S02631,48,Female,High School,Python Basics,233,5,85,6,87,High,74,Reading/Writing,3,No
S02632,26,Male,Undergraduate,Machine Learning,379,1,60,7,76,Medium,100,Visual,5,No
S02633,15,Male,High School,Data Science,356,3,73,5,100,Medium,100,Kinesthetic,3,No
S02634,45,Female,Undergraduate,Data Science,303,5,43,6,80,Medium,98,Auditory,4,Yes
S02635,18,Male,Undergraduate,Python Basics,326,2,72,5,76,Medium,100,Kinesthetic,5,No
S02636,19,Female,High School,Python Basics,240,2,86,8,78,Low,85,Kinesthetic,4,Yes
S02637,44,Male,High School,Python Basics,217,1,63,2,75,Medium,85,Auditory,5,No
S02638,38,Female,High School,Python Basics,375,3,73,7,84,Low,100,Auditory,5,Yes
S02639,17,Female,Undergraduate,Machine Learning,277,2,60,10,85,Low,100,Auditory,4,Yes
S02640,25,Female,Postgraduate,Python Basics,291,5,75,2,79,Medium,100,Reading/Writing,4,No
S02641,18,Female,High School,Machine Learning,327,5,94,2,79,Medium,100,Auditory,5,No
S02642,40,Female,Postgraduate,Python Basics,326,2,97,6,70,High,100,Auditory,5,No
S02643,41,Male,High School,Data Science,157,3,70,6,100,Low,100,Kinesthetic,5,Yes
S02644,41,Female,Postgraduate,Data Science,428,1,46,4,75,Low,100,Kinesthetic,5,Yes
S02645,20,Male,Undergraduate,Python Basics,312,3,75,2,86,Medium,100,Visual,5,No
S02646,29,Female,Undergraduate,Python Basics,279,4,49,10,86,Medium,100,Kinesthetic,5,Yes
S02647,44,Female,Undergraduate,Machine Learning,343,2,54,4,84,Low,100,Auditory,5,Yes
S02648,49,Male,Undergraduate,Python Basics,323,4,60,2,74,Low,100,Reading/Writing,5,Yes
S02649,37,Male,Postgraduate,Python Basics,376,2,94,2,93,High,100,Kinesthetic,4,No
S02650,20,Male,Undergraduate,Python Basics,353,1,83,2,100,Medium,100,Kinesthetic,5,No
S02651,18,Male,Undergraduate,Data Science,371,3,84,5,93,Medium,100,Auditory,5,No
S02652,32,Female,High School,Machine Learning,435,3,78,4,89,Medium,100,Kinesthetic,4,No
S02653,23,Male,High School,Data Science,388,2,50,4,89,Medium,100,Kinesthetic,5,No
S02654,43,Female,Postgraduate,Machine Learning,283,5,73,7,83,Medium,100,Auditory,4,No
S02655,27,Male,Undergraduate,Data Science,187,4,95,6,80,Medium,85,Kinesthetic,3,No
S02656,31,Male,Undergraduate,Python Basics,466,3,72,7,100,High,100,Reading/Writing,4,No
S02657,46,Female,Undergraduate,Data Science,276,3,81,4,100,Low,100,Visual,4,Yes
S02658,36,Female,Postgraduate,Data Science,252,2,39,6,71,High,100,Kinesthetic,5,Yes
S02659,18,Male,Undergraduate,Machine Learning,126,5,80,4,100,Low,90,Reading/Writing,5,Yes
S02660,19,Female,Undergraduate,Machine Learning,333,4,52,5,87,Medium,100,Kinesthetic,5,No
S02661,27,Female,Undergraduate,Data Science,314,5,66,4,83,Low,100,Visual,5,Yes
S02662,48,Female,Undergraduate,Machine Learning,148,5,91,6,100,Low,91,Auditory,5,Yes
S02663,36,Female,High School,Machine Learning,345,2,69,4,83,High,100,Visual,4,No
S02664,37,Female,Postgraduate,Machine Learning,250,5,82,7,87,Medium,100,Kinesthetic,4,No
S02665,17,Female,Undergraduate,Machine Learning,569,4,65,5,88,Low,100,Visual,5,Yes
S02666,48,Female,Postgraduate,Machine Learning,243,1,33,9,59,High,93,Visual,4,Yes
S02667,46,Female,High School,Data Science,256,1,47,5,83,High,100,Auditory,5,Yes
S02668,35,Male,High School,Machine Learning,212,4,78,1,62,High,98,Kinesthetic,5,No
S02669,35,Female,Postgraduate,Python Basics,427,2,69,4,90,High,100,Visual,5,No
S02670,25,Male,Undergraduate,Data Science,262,3,90,6,92,Medium,100,Visual,4,No
S02671,18,Female,Undergraduate,Data Science,227,2,65,8,99,High,99,Auditory,5,No
S02672,15,Female,Undergraduate,Data Science,370,4,54,2,89,Medium,100,Reading/Writing,5,No
S02673,42,Female,Undergraduate,Machine Learning,161,5,69,7,100,High,86,Kinesthetic,5,No
S02674,38,Female,Undergraduate,Python Basics,362,1,76,5,61,High,100,Reading/Writing,4,No
S02675,49,Male,High School,Machine Learning,478,5,43,5,79,Medium,100,Reading/Writing,5,Yes
S02676,27,Male,Postgraduate,Data Science,356,2,69,6,97,High,100,Auditory,5,No
S02677,48,Female,Postgraduate,Data Science,363,4,49,6,97,Medium,100,Auditory,5,Yes
S02678,25,Male,High School,Data Science,387,1,64,9,72,Medium,100,Kinesthetic,5,No
S02679,31,Female,Postgraduate,Data Science,470,4,78,8,100,Low,100,Reading/Writing,5,Yes
S02680,49,Female,Postgraduate,Machine Learning,420,1,70,8,60,High,100,Visual,5,No
S02681,32,Male,Undergraduate,Python Basics,343,1,82,6,71,Medium,100,Reading/Writing,4,No
S02682,36,Male,Undergraduate,Python Basics,390,1,65,2,87,Medium,100,Auditory,5,No
S02683,38,Female,Undergraduate,Data Science,211,2,71,4,86,Medium,89,Visual,3,No
S02684,33,Female,High School,Python Basics,377,4,76,4,100,High,100,Visual,3,No
S02685,35,Male,Undergraduate,Data Science,199,3,51,6,93,Medium,92,Auditory,4,No
S02686,22,Female,Postgraduate,Data Science,263,3,64,10,74,High,94,Visual,3,No
S02687,42,Male,Undergraduate,Python Basics,50,3,29,6,96,High,53,Reading/Writing,2,Yes
S02688,19,Female,Undergraduate,Data Science,340,4,73,7,90,Medium,100,Auditory,5,No
S02689,31,Female,High School,Python Basics,235,5,28,4,90,Medium,87,Kinesthetic,4,Yes
S02690,33,Male,High School,Data Science,411,4,80,7,95,High,100,Auditory,5,No
S02691,41,Male,Undergraduate,Python Basics,339,1,86,4,79,High,100,Kinesthetic,5,No
S02692,48,Male,High School,Data Science,412,5,77,6,97,High,100,Kinesthetic,5,No
S02693,25,Female,Undergraduate,Python Basics,191,1,71,9,87,Medium,95,Auditory,2,No
S02694,26,Female,Undergraduate,Data Science,403,1,80,4,96,High,100,Auditory,5,No
S02695,35,Female,Undergraduate,Data Science,510,4,61,4,100,Medium,100,Kinesthetic,4,No
